rno-miR-200b-3p,Zeb1
,Gpm6a
,Dpy19l1
,Slit2
,Ptpn21
,Errfi1
,Lhfpl6
,Pkd1
,Eloc
,Cfl2
,Tmem41b
,Bag5
,Nsun6
,Mgat2
,Mmd
,Slc35a2
,Sesn1
,Dennd5a
,Tfap2a
,Igsf10
,Osbpl11
,Pik3ca
,Tubb5
,Mospd2
,Rtca
,Cbr4
,Ndst1
,Ndfip2
,Khdrbs1
,RGD1560108
,Jun
,Slitrk1
,Ppp1r9b
,Rtf1
,Arih1
,Mprip
,Fhl1
,Desi2
,Scd
,RGD1309748
,Ap1s2
,Rgl1
,Zfand6
,Rps6kb1
,Gtf3c4
,Spryd7
,Pik3cb
,Bap1
,Elmod2
,Rbsn
,Fbxo33
,Grin2a
,Phtf2
,Sptssa
,Cdk17
,Zfp532
,Gabpa
,Rap2c
,Slc38a2
,Spag9
,Rnf168
,Ugt8
,Tob1
,Acsbg1
,Gpr158
,Mmd2
,Gpr75
,Elavl2
,Mmgt1
,Fn1
,Pdik1l
,Twistnb
,Git2
,Xkr8
,Pkia
,Cops8
,Eif2b5
,Ckap4
,Mmgt2
,Kdr
,Sfr1
,Chrdl1
,Cep41
,Uba6
,Fat3
,Slc6a1
,Gata4
,Trmt9b
,St6galnac5
,Sulf1
,Marcks
,Tbk1
,Osgepl1
,Dusp1
,Nbr1
,Rapgef2
,Lpar1
,Evi5
,Dnajb5
,Hook1
,Nup160
,Ric3
,Robo2
,Wasf1
,Rab21
,Sema3f
,Tram1l1
,Zcchc24
,Ankrd40
,Oat
,Ptpn13
,RGD1560958
,Gabarapl2
,Lrp1
,Ppm1b
,Psip1
,Sema6d
,Nck2
,Reln
,Zfp292
,Csnk1g3
,Slc19a2
,Utp11
,Dnajb9
,Matr3
,Srsf1
,Serpini1
,Lcp2
,Plppr4
,Phex
,Tent4b
,Lats2
,Nfya
,Atl2
,Scel
,LOC100125362
,Nup107
,Golga7
,Ttc14
,Cnot7
,Tln1
,Prdm1
,Hipk1
,Clasp2
,Nrg1
,Col4a3bp
,Pcmtd1
,Mboat2
,Syvn1
,Elmod1
,Epm2aip1
,Slc30a4
,Ulk2
,Ppp1r18
,Ankrd44
,Supt20h
,Tsc22d2
,Tubb3
,RGD1307947
,Mdm4
,Zfpm2
,Hectd2
,Hmgb3
,Pitpnm1
,Mad2l1bp
,Cacna1c
,Sec24a
,Inpp4a
,Rock2
,Nrbp1
,Fam210a
,Slc6a15
,Ptpn12
,Ier5
,Gosr2
,Nudt4
,Serinc1
,Casp2
,Map4k3
,Chsy1
,Slc23a1
,Gem
,Npc2
,Nptx1
,Smim13
,Mex3c
,Xkr6
,Gtf2e1
,Rbm26
,Nap1l3
rno-miR-221-3p,Cdkn1b
,Hectd2
,Rfx7
,Megf9
,Gab1
,Wdr47
,Tyw5
,Rbm24
,Mier3
,Smarca5
,Fermt2
,Atpaf1
,Dcun1d4
,Hipk1
,Mylip
,Mapk6
,St6galnac3
,Clec7a
,Mrap
,Ing2
,Bicdl1
,Hey2
,Chsy1
,Sema6d
,Paip1
,Fmr1
,Prkaa1
,Arf4
,Btg2
,Ddit4
,Rnps1
,Cdk19
,Eif3j
,Fam214a
,Galnt18
,Zfp385a
,Pttg1ip
,Rsbn1l
,Kif16b
,Ppp3r1
,Rab1a
,RSA-14-44
,Gnb3
,Dmrt3
,Fos
,Zfp36l2
,Tle3
,Ccr5
,Ubxn2b
,Ndrg1
,Sbk1
rno-miR-200a-3p,Trhde
,Ranbp6
,Ccne2
,Myt1l
,Klf12
,Elavl2
,Ppm1l
,Thrb
,Astn1
,Shroom2
,Pcdh9
,Myh10
,Crebrf
,Brd3
,Ankrd44
,Nkd1
,Dr1
,Sacm1l
,Cdc14a
,Tnrc6b
,Mpped2
,Zeb1
,Cdk8
,Tmem135
,Tmem237
,Tcerg1
,Edem1
,Taf12
,Dcp2
,Map7d1
,Zfr
,Rheb
,Dstyk
,Peg3
,Tiam1
,Ctsm
,Myadm
,Pds5b
,Lypla1
,Mgarp
,Stag1
,Aldh1a1
,Fbxo5
,Pdk1
,S100a3
,Pik3cb
,Nr3c1
,Ifnar1
,Mpp6
,Foxa2
,Klf6
,Hnrnpf
,Magee2
,Mindy3
,Hmg20a
,Ube3a
,Mybl1
,Leng8
,H2afz
,Shmt2
,Dusp3
,Ctag2
,Cdc25a
,Ipmk
,Ikzf5
,Siglec5
,Ythdf2
,Cnr1
,Ldlrad4
,Cdk13
,Itga6
,Pcdhb6
,Gls
,Tgfb2
,Tmed5
,Nudcd1
,Slc19a2
,Tmem168
,Ppfia1
,Ulk2
,Car5b
,Aqp6
,Calcr
,Pkn2
,Gpc2
,Gon7
,Tra2b
,Rtn4rl1
,Stxbp1
,Rsad2
,Ywhag
,Mnx1
,Gp1ba
,Rnf145
,Cdc7
,Pdgfra
,Ctnnd2
,Map3k7
,Ppp1r15b
,Atxn1
,Adpgk
,Epha2
,Msantd4
,Cyp2j3
,Zfp644
,Dcun1d1
,Abhd18
,Clasp2
,Slc6a9
,Urgcp
,Atp6v1a
,Grb2
,Foxj3
,Rnmt
,Cyp26b1
,Radx
,Rarb
,Arpc5
,Yaf2
,Rev3l
,Aco1
,Slain2
,Lhfpl6
,Hipk1
,Rims1
,RGD1306941
,Larp6
,Zc3h6
,Ppt2
,Vangl2
,Adgrb3
,LOC100125364
,Dusp7
,Acot7
,Mthfs
,Ebpl
,Gata6
,Pitx2
,Unc5c
,Nrcam
,Unc119b
,Dolpp1
,Tmem110
,Ctnnal1
rno-let-7c-5p,Vstm5
,Adrb3
,Cdc34
,Adamts15
,Gatm
,Zfp512b
,Ddx19b
,Fbxl12
,Ptafr
,Slc2a12
,Pbx1
,Igf2bp2
,LOC497899
,Lin28a
,Acvr1c
,Zfyve26
,Pla2g3
,Masp1
,Edn1
,Adrb2
,Ehhadh
,Faslg
,Pbx3
,Tspan5
,Tyk2
,Has2
,Tmprss2
,Zfp583
,Arhgap12
,Pald1
,Coil
,Rab11fip4
,Nme4
,Ccdc134
,Adamts12
,Nme6
,Hic2
,Pxdn
,Col4a1
,Gng5
,Snn
,Ddx19a
,Rpusd3
,Fign
,Prpf38b
,Mapk6
,Gxylt1
,Lrig2
,Tmem65
,Acer1
,Ercc6
,Wnt9a
,Ahctf1
,Pgrmc1
,RGD1304694
,Rasgrp1
,Zfp275
,RGD1308117
,Xkr8
,Ndst2
,Ddi2
,Fam135a
,Rdx
,Dtx2
,Lipt2
,B3gnt7
,Cldn12
,Limd2
,Nphp3
,Ago3
,Slc20a1
,Ppargc1b
,Tgfbr1
,B3galt4
,Fzd4
,Dcaf15
,Apbb3
,Plekho1
,Plekha8
,Map4k3
,Aen
,Itgal
,Stk40
,Brd3
,Il6
,Efhd2
,B3galt1
,Smim3
,Slc35d2
,Thoc2
,Mycn
,Hectd2
,Fras1
,Smarcad1
,Kctd17
,Begain
,Cercam
,Saxo2
,Cbx2
,Soat2
,Slc6a1
,Zmat4
,Grid2ip
,Kif2b
,Gpr132
,Sec16b
,Ints2
,Prtg
,Taf9b
,Med8
,Elp1
,Wnt9b
,Rcn1
,P4ha2
,Olr1
,Abcb9
,Ngf
,Mycbp
,Scyl3
,Gas7
,Nipal4
,Tbkbp1
,Snx16
,Zfp282
,Cnot6l
,Amt
,Kdm3a
,Armt1
,RGD1305464
,Mier1
,Mdfi
,Mapk8
,Tcte1
,Tmem198b
,Rfx6
,Prl3b1
,Clasp2
,Hip1
,Virma
,Scd
,Pbx2
,Slc12a9
,Fnip1
,Liph
,Wdr37
,Ammecr1l
,Klhl6
,Mtmr7
,Tnfrsf1b
,Plpp6
,Zdhhc23
,Irs2
rno-miR-429,Zeb1
,Gpm6a
,Dpy19l1
,Slit2
,Ptpn21
,Errfi1
,Lhfpl6
,Pkd1
,Eloc
,Cfl2
,Tmem41b
,Bag5
,Nsun6
,Mgat2
,Mmd
,Slc35a2
,Sesn1
,Dennd5a
,Tfap2a
,Igsf10
,Osbpl11
,Pik3ca
,Tubb5
,Mospd2
,Rtca
,Cbr4
,Ndst1
,Ndfip2
,Khdrbs1
,RGD1560108
,Jun
,Slitrk1
,Ppp1r9b
,Rtf1
,Arih1
,Mprip
,Fhl1
,Desi2
,Scd
,RGD1309748
,Ap1s2
,Rgl1
,Zfand6
,Rps6kb1
,Gtf3c4
,Spryd7
,Pik3cb
,Bap1
,Elmod2
,Rbsn
,Fbxo33
,Grin2a
,Phtf2
,Sptssa
,Cdk17
,Zfp532
,Gabpa
,Rap2c
,Slc38a2
,Spag9
,Rnf168
,Ugt8
,Tob1
,Acsbg1
,Gpr158
,Mmd2
,Gpr75
,Elavl2
,Mmgt1
,Fn1
,Pdik1l
,Twistnb
,Git2
,Xkr8
,Pkia
,Cops8
,Eif2b5
,Ckap4
,Mmgt2
,Kdr
,Sfr1
,Chrdl1
,Cep41
,Uba6
,Fat3
,Slc6a1
,Gata4
,Trmt9b
,St6galnac5
,Sulf1
,Marcks
,Tbk1
,Osgepl1
,Dusp1
,Nbr1
,Rapgef2
,Lpar1
,Evi5
,Dnajb5
,Hook1
,Nup160
,Ric3
,Robo2
,Wasf1
,Rab21
,Sema3f
,Tram1l1
,Zcchc24
,Ankrd40
,Oat
,Ptpn13
,RGD1560958
,Gabarapl2
,Lrp1
,Ppm1b
,Psip1
,Sema6d
,Nck2
,Reln
,Zfp292
,Csnk1g3
,Slc19a2
,Utp11
,Dnajb9
,Matr3
,Srsf1
,Serpini1
,Lcp2
,Plppr4
,Phex
,Tent4b
,Lats2
,Nfya
,Atl2
,Scel
,LOC100125362
,Nup107
,Golga7
,Ttc14
,Cnot7
,Tln1
,Prdm1
,Hipk1
,Clasp2
,Nrg1
,Col4a3bp
,Pcmtd1
,Mboat2
,Syvn1
,Elmod1
,Epm2aip1
,Slc30a4
,Ulk2
,Ppp1r18
,Ankrd44
,Supt20h
,Tsc22d2
,Tubb3
,RGD1307947
,Mdm4
,Zfpm2
,Hectd2
,Hmgb3
,Pitpnm1
,Mad2l1bp
,Cacna1c
,Sec24a
,Inpp4a
,Rock2
,Nrbp1
,Fam210a
,Slc6a15
,Ptpn12
,Ier5
,Gosr2
,Nudt4
,Serinc1
,Casp2
,Map4k3
,Chsy1
,Slc23a1
,Gem
,Npc2
,Nptx1
,Smim13
,Mex3c
,Xkr6
,Gtf2e1
,Rbm26
,Nap1l3
rno-miR-365-3p,Nr1d2
,Synj1
,Usp48
,Crebrf
,Oxr1
,Usp33
,Sgk1
,Rasd1
,Zfp644
,Reep3
,Arrb2
,Best3
,Afap1l1
,Ets1
,Ankrd17
,Bclaf3
,Socs5
,Sorcs3
,Prpf40a
,Ccdc22
,Fam91a1
,Dlx3
,Kcnj3
,Creb5
,Ublcp1
,Mylip
,Jam3
,Fads1
,Smim13
,Tyms
,Add3
,Mylk
,Cbfb
,Ywhah
,Mrpl47
,Anks1a
,Epc1
,Hhip
,Trhde
,Tmpo
,Ubp1
,Ugcg
,Adm
,Ing3
,Grb7
,Skp2
,Ubac2
,Kirrel3
,Wdr37
,Pax6
,Chodl
,Crbn
,Rgs1
,Nr3c2
,Hapln2
,Ret
rno-miR-27a-3p,Kbtbd8
,Adora2b
,Gab1
,Plk2
,Cdip1
,Dram2
,Slc6a1
,Pds5b
,Retreg3
,Arfgef1
,Nemp2
,Slc25a25
,Apaf1
,Spta1
,Cth
,Crebrf
,Rpgrip1l
,Mmd
,Slc7a11
,Ypel2
,Tnpo1
,Gcc2
,Rnf139
,Btg2
,Trappc8
,Paqr9
,Trim23
,Dcun1d4
,Hyal4
,Ugt2b7
,Dot1l
,Utp23
,Nabp1
,Nr2f6
,B3gnt7
,Usp46
,Nipal4
,Gria4
,St6galnac3
,Wrb
,Aldh5a1
,Pkia
,Gata2
,Runx1
,Aff4
,Epb41l4a
,Nrarp
,Abhd17c
,E2f7
,Pdia5
,Fam193b
,Mknk2
,Pparg
,Zhx1
,Kctd8
,Ccnk
,Pik3ca
,Zmat3
,Ankrd17
,Tnrc18
,Kcnk2
,Slc35f1
,Appbp2
,Eef1akmt2
,Add1
,Arhgap1
,Lpar6
,Tmem170a
,Adam19
,Alkal2
,Zfp143
,Kcna4
,Cds1
,En2
,Szrd1
,Pla2g6
,Acta2
,Fam91a1
,Naa11
,Pnkd
,St14
,Mier3
,Vav2
,Edrf1
,Thrb
,Peli2
,Gca
,Sema6d
,Ccm2
,Trmt10c
,Slc34a2
,L2hgdh
,Ankrd42
,Fosb
,Ppp1cc
,Adcyap1r1
,Herc3
,Map1b
,Foxo1
,Plxnd1
,Pard6b
,Ugcg
,Pax9
,Ccnj
,Aqp11
,Stk38
,Fas
,Myt1
,C2cd2
,Wdr37
,Nufip1
,Gosr2
,Rbpms2
,Tor1b
,Nav2
,Tlk2
,Slitrk1
,Nr1d2
,Limk1
,Rgs1
,Prkaa2
,Cipc
,Acss3
,Ckap4
,Satb2
,Kmt5b
,Rreb1
,B4galt3
,Cdh11
,Usp42
,Hcn4
,Gpc5
,Wsb1
,Pde8b
,RGD1307100
,Fzd4
,Akirin1
,Plcl2
,Capn15
,RGD1560065
,Arhgef37
,Kcnk5
,Optn
,Matn3
,Poglut1
,Ubp1
,Rbfox1
,Ing5
,Dclk1
,Adamts10
,Csf1
,Prr9
,Dnajc27
,Sorl1
,Tfap2b
,Frs3
,Ak2
,Clk2
,Eya4
,Map3k14
,Ncald
,Fam133b
,Pom121
,Flrt3
,Npepps
,Unc13c
,Mal2
,Rgs8
,Abhd17b
,Dkk2
,Myef2
,Ppif
,Brsk1
,Klf3
,Sfrp1
,Ube2v1
,Pank1
,Zfp189
,Hlx
,Abcb9
,Plcxd2
,Rnf14
,Stk39
,Mamdc4
,Zbtb39
,Vsig10
,Stag1
,Spry2
,Ube2n
,Nap1l5
,Grin2d
,Usp25
,Tnfrsf26
,Vdac3
,Foxp4
,Usp34
,Gatc
,Xpnpep2
,Setd5
,Psma1
,Fbxo9
,Nova1
,Chka
,Mdfi
,Ywhaq
,Serpini1
,Lpcat2
,Sell
,Cblb
,Tril
,Uba6
,Kdm3a
,Ror1
,Vps13a
,Tmem243
,Acly
,Sim1
,Insr
,Tspyl4
,Dcdc2
,Nod2
,Gspt1
,Cnot1
,Cnrip1
,Pdgfra
,Tmem177
,Prkcb
,Gltp
,Bex3
,Ppp1r1c
,Ppp4r2
,Apobec3
,Hbegf
,Gsta3
,Nek6
,Slc36a4
,Evi5
,Neurl4
,Grb2
,Hadha
,Stradb
,Nap1l2
,Cpne8
,Fndc8
rno-miR-205,Satb2
,Chn1
,Unc5c
,Mgrn1
,Cep55
,Lrp1
,Cldn11
,Ccnj
,Gxylt1
,Tsc22d1
,RGD1561958
,Fut9
,Esrrg
,Bicc1
,Ptprm
,Casc4
,Rbm47
,Lamc1
,Trak2
,Cltc
,Ppp1r15b
,Calu
,Pde3b
,Etnk1
,Runx2
,Zeb1
,Pcsk9
,Adamts9
,Tm9sf2
,Aifm2
,Aak1
,Ezr
,Mtfr1l
,Ppp1r3a
,Hykk
,Mmd
,Ntng1
,Srd5a1
,Plcb1
,Slc19a2
,Abca8a
,Psd4
,Rtn3
,Herc3
,Med1
,Ccdc93
,Ralgapb
,Slit3
,Mageb18
,Axin2
,Dusp7
,Enpp4
,Zc3h7a
,Selenot
,Lhfpl2
,Abcd1
,Smad4
,Reln
,Frk
,Rnd3
,Csf1
,Sept4
,Slc35a1
,Klhl29
,Abhd17b
,Ptprj
,Cpsf6
,Rad17
,Naf1
,RGD1566386
,Irgq
,Dgcr8
,Crebrf
,Ssbp3
,Tox4
,Gpm6a
,Xpo4
,Bet1l
,Tex37
,Afdn
,Zfyve16
,Tsr2
,Ddx52
,Acsl1
,Ebf2
,Ccm2
,Ddx5
rno-miR-23a-3p,Sesn3
,Adgrg2
,Cdh17
,Sft2d1
,Vcan
,Mab21l2
,Nek6
,Dnajc6
,Pde7a
,Csnk1g3
,Ppp4r4
,Etnk1
,Entpd5
,Gxylt1
,Spsb4
,Tnfaip6
,Bora
,Map4k4
,Igsf8
,Rras2
,Cdk17
,Ccnt2
,Tmpo
,Sema6d
,Lpar1
,Pcdh19
,Cxcl12
,Tmem38b
,Abhd18
,Cav2
,Rap1a
,Blcap
,Ccdc47
,Elf2
,Ubxn8
,Elf5
,Robo2
,Cldn12
,Zfhx4
,Auh
,Hnf4g
,Zwint
,Btnl7
,Pla2r1
,Chuk
,Clec1a
,Stat5b
,Klf3
,Agap1
,Tgfbr3
,Wbp4
,Car2
,Tent5a
,Fosb
,Pkia
,Chek1
,Rad17
,Uqcrfs1
,Lamp1
,Sowahc
,Tfpi2
,Zc3h13
,Pdia6
,Has2
,Thap12
,Uba6
,Azin1
,Tmem168
,Prpf4b
,Esrp1
,Ebf3
,Aldh1a2
,Il6r
,Tnpo1
,Ppm1d
,Ppif
,Mdfic
,Mrc1
,Asah2
,Magohb
,Serinc5
,Tmed5
,Myh2
,Ctsql2
,Dusp5
,Ccl28
,Nol4
,Zfp655
,Smurf2
,Sms
,Nacc2
,Slc7a1
,Zfp292
,Angel2
,Tox
,Fam234b
,Dcun1d4
,Ssr1
,Fmr1
,Zfp652
,Rrh
,Ccm2
,Tox3
,Ankhd1
,Exoc3l4
,Cpsf4
,Apopt1
,Ppp2r5e
,Agmo
,Camta1
,Ppp1r3b
,Six4
,Ube2d1
,Akap12
,Slc18a2
,Ipmk
,Swt1
,Pnrc1
,Mdfi
,Nus1
,Rbpms2
,Marcksl1
,Ascc3
,Ptp4a2
,N4bp1
,Cab39
,Sntg2
,Cdc40
,Pik3c2a
,Etaa1
,Smim15
,Ndfip2
,Wdr37
,Nfe2l2
,Plau
,Capn6
,Stk35
,Abhd6
,MGC114246
,Cggbp1
,Hoxd10
,Gja1
,Ep400
,Gpsm1
,Tgif1
,Senp7
,Hltf
,Ripk2
,Meis2
,Rasef
,Senp6
,Sbno1
,Cep95
,Chst10
,Nuak2
,Inpp1
,Sec14l1
,Usp45
,Ppp1r13b
,Pax9
,Gpr22
,Usp5
,Adgrl2
,Snrpc
,Gnpnat1
,Akap11
,Melk
,Dock7
,Pkdcc
,Cript
,Terb2
,Ambra1
,Ralb
,Lhfpl2
,Nsun6
,Ccp110
,Hmgb2
,Isca2
,E2f6
,B4galt4
,Txnrd1
,Lypla1
,Ppp4r2
,Dip2c
,Socs6
,Dhx15
,Sumf1
,Prtg
,Eif3a
,Ttc7b
,Tril
,Uhrf1bp1l
,Zeb1
,Actr3
,Ncoa6
,B3galt2
,Atp1b3
,Rnf146
,Bnip3l
,Casp7
,Pdxp
,Vwa3a
,Zfp458
,Gpx5
,Pex11a
,Insyn2
,Vstm5
,Myct1
,Wnk1
,Cul3
,Stk4
,MGC95208
,Radx
,Trim63
rno-miR-24-3p,Stx5
,Matr3
,Insig1
,Diaph1
,RGD1308117
,Cdx2
,Tspan14
,Nup210
,Tada2b
,Entpd6
,Uqcc1
,Mboat7
,G6pd
,Cabp7
,Rnf165
,Hnf1b
,Exog
,Abhd13
,Kat7
,Sstr1
,Ptprf
,Gtpbp3
,Raet1l
,Med4
,Appl2
,Nupl2
,Cxcr3
,LOC301165
,Gad1
,Rnf2
,Cmtm7
,Sdf2
,Nsd2
,Ndst1
,Bcl2l11
,Nfxl1
,Nefm
,Mbd6
,Amotl2
,Cdk16
,Chd5
,Rnf138
,Atp13a2
,Rer1
,Apba1
,Zkscan7
,Apob
,Ranbp10
,Aarsd1
,Tceanc2
,Trmt6
,Dyrk2
,Mau2
,Mboat7l1
,Ugcg
,Hgh1
,Sptlc2
,Reep1
,Oxtr
,B3gnt5
,Abcb9
,Limk2
,Spast
,Tex29
,Apol9a
,Dnase2b
,Tmem115
,Polr3d
,Nav2
,Gal3st3
,Samd4b
,Lsm10
,Cers3
,Rsbn1l
,Zswim7
,Nol8
,Tmem30c
,Pdgfra
,Cox15
,Vstm4
,Rbm41
,Dagla
,Fut4
,Pkdcc
,Hip1r
,Ttyh3
,Crat
,Poldip3
,Poll
,Rap1a
,H2afx
,Snap91
,Gfer
,Bhlhe22
,Eci2
,Slc7a6
,Stat2
,Faslg
,Usp49
,Cyb561d1
,Pomk
,Zfp287
,Kcnk2
rno-miR-148a-3p,Sos2
,LOC680039
,Tnrc6a
,Nptn
,Tmem54
,Cdk19
,Phf3
,Arl6ip1
,Epn2
,Ube3b
,Slc24a2
,C1galt1
,Nptx1
,Bicc1
,Wdr20
,Zfyve26
,Gadd45a
,Meox2
,Bcl2l11
,Ucp3
,Snn
,Rnf38
,Npepl1
,Col4a1
,Adamts15
,Rem2
,B4galt5
,Cnih4
,Cds1
,Yipf1
,MGC94207
,Usp33
,Ncoa1
,Cabp7
,Jph3
,Map3k9
,Sik1
,Ino80
,Tgfa
,Elavl4
,Kat7
,Arfip1
,Mdfic
,Ywhab
,Ralbp1
,Sms
,Mettl15
,Canx
,Errfi1
,Plaa
,Mmp15
,Neurl4
,Xpo4
,Ube2d3
,Cand1
,Ppp1r10
,Pgm2l1
,Prkcz
,Fmr1
,Dgcr8
,Chuk
,Helz2
,Rph3al
,Ahrr
,Dcp2
,Cdkn1b
,Cckbr
,Prickle2
,Esrrg
,Col2a1
,Rfc1
,Snx27
,Lgalsl
,Atp7a
,Ppp6r1
,Stard13
,Zfp819
,Arhgap21
,Aftph
,Tbl1xr1
,Ing2
,Ppp1r9b
,Usp32
,Synj1
,Inhbb
,Rgma
,Slco4a1
,Csf1
,Nsd2
,Gtf2h1
,Hmg20a
,Fcho2
,Sgcb
,St8sia3
,Mmd
,Trak1
,Mtmr10
,Pou3f2
,Ltbp1
,Gap43
,Smurf2
,Bmp3
,Cxcl13
,Rab34
,Slc36a4
,Nrarp
,Rbm24
,Ccdc71
,S1pr1
,Mllt10
,Tnpo1
,Kdelr2
,RGD1562136
,March2
,Bach2
,Gpr180
,Stam
,Tbp
,Slc24a3
,Coro6
,Itga5
,Rpe65
,Homer1
,Brpf1
,Ube2d1
,Gpm6a
,Snap47
,Arhgef37
,Itga11
,Tmem266
,Nol4
,Cox18
rno-let-7b-5p,Vstm5
,Adrb3
,Adamts15
,Gatm
,Zfp512b
,Cdc34
,Lin28a
,Ddx19b
,Fbxl12
,Ptafr
,Slc2a12
,Pbx1
,Igf2bp2
,LOC497899
,Acvr1c
,Zfyve26
,Pla2g3
,Masp1
,Edn1
,Adrb2
,Ehhadh
,Faslg
,Pbx3
,Tspan5
,Tyk2
,Has2
,Tmprss2
,Zfp583
,Arhgap12
,Pald1
,Coil
,Rab11fip4
,Nme4
,Ccdc134
,Adamts12
,Nme6
,Zfp275
,Hic2
,Pxdn
,Col4a1
,Gng5
,Snn
,Ddx19a
,Rpusd3
,Fign
,Prpf38b
,Mapk6
,Gxylt1
,Lrig2
,Tmem65
,Acer1
,Ercc6
,Wnt9a
,Ahctf1
,Pgrmc1
,RGD1304694
,Rasgrp1
,RGD1308117
,Xkr8
,Ndst2
,Ddi2
,Fam135a
,Rdx
,Dtx2
,Lipt2
,B3gnt7
,Cldn12
,Limd2
,Nphp3
,Ago3
,Slc20a1
,Ppargc1b
,Tgfbr1
,B3galt4
,Fzd4
,Dcaf15
,Apbb3
,Plekho1
,Plekha8
,Map4k3
,Aen
,Itgal
,Stk40
,Brd3
,Il6
,Efhd2
,B3galt1
,Smim3
,Slc35d2
,Thoc2
,Mycn
,Hectd2
,Fras1
,Smarcad1
,Kctd17
,Begain
,Cercam
,Zfp282
,Saxo2
,Cbx2
,Soat2
,Slc6a1
,Zmat4
,Grid2ip
,Kif2b
,Gpr132
,Sec16b
,Ints2
,Prtg
,Taf9b
,Med8
,Elp1
,Wnt9b
,Rcn1
,P4ha2
,Olr1
,Abcb9
,Plpp6
,Ngf
,Mycbp
,Scyl3
,Gas7
,Nipal4
,Tbkbp1
,Snx16
,Cnot6l
,Amt
,Kdm3a
,Armt1
,RGD1305464
,Mier1
,Mdfi
,Mapk8
,Tcte1
,Rfx6
,Prl3b1
,Clasp2
,Hip1
,Virma
,Scd
,Pbx2
,Slc12a9
